rank-title,price,discount,selling_proposition,category,color-count,goods-title
0,5.96,-47,10,appliances,0,"5 In 1 Multi-Function Electric Scrubber  Portable Spin Scrubber, Cordless Handheld Cleaning Brush For Bathroom/Tub/Wall Tiles/ Floor/Kitchen Usb Rechargeable Kitchen Dish Washing Brush Sink Cleaner Bathroom Bathtub Clean Brush Spin Scrubber Electric Cleaning Brush"
0,1.6,0,1600,appliances,0,"1pc 10ml Oil-Based Aroma Refill, Suitable For Aromatherapy Candles, Fragrance Stones, Aromatherapy Plaster, Not For Humidifiers"
0,23.5,0,0,appliances,0,Electric Hair Straightener Brush Straightening Curler Hot Comb LCD Display Flat Iron
0,3.9,-29,30,appliances,0,1pc Silicone Ice Cube Trays With Lids
0,1.7,0,0,appliances,0,1pc Kitchen Long-Handled Noodle & Soup Strainer Ladle With Drainer
10,2.7,0,0,appliances,0,"4pcs Makeup Sponge Beauty Egg Set - Makeup Sponge For Foundation Blending With Egg Holder, Perfectly Used For Cream, Powder, Blush, Concealer, And Liquid"
1,4.38,-32,0,appliances,0,1pc Salon Tools Black Pink Universal Silicone Hair Dryer Diffuser Hood Adjustable Temperature Dispersion Resistant Drying Hair Dryer
2,2.86,-25,0,appliances,0,Portable Lithium Battery Powered Hair Trimmer & Nose Hair Trimmer
7,3.46,-51,0,appliances,0,"Multifunctional Manual Food Chopper, Kitchen Vegetable Fruit Onion Garlic Nuts Herb Slicer, Hand-Powered Mixing Cutter, Green"
7,2.4,0,0,appliances,0,"1 Set Of 2 Portable Fan Cleaning Brushes, Household Multi-Purpose Keyboard And Gap Cleaning Small Brush - Deep Into The Gap, Easily Remove Dust."
8,2.6,0,0,appliances,0,"Smart Electric Toothbrush With 6 Modes 42000vpm & Smart Timer - Effectively Cleans Teeth & Gums, Rechargeable USB Electric Toothbrush With 4/8 Replacement Head, Electric Toothbrush For Adults, Available In 3 Colors, Great Gift Father's Day Gift"
5,2.1,-46,0,appliances,0,1pc 12.7cm Aluminum Metal Electric Battery Type Eyebrow Shaver Nose Hair Trimmer
0,35.0,0,0,appliances,0,"Professional Curler, Electrically Heated Automatic Curler, Negative Ion Electric Clip Curler, Portable Heated Hair Styling Tool For Home Use, Salon, Hair Salon, Mother's Day Gift"
9,4.4,0,0,appliances,0,"1pc Mini Bag Sealer, Rechargeable Portable Sealing Machine, Handheld Plastic Vacuum Sealer For Kitchen Packaging"
0,2.95,-16,100,appliances,0,"New Mini Nail Lamp Portable Led Uv Lamp Usb Nail Dryer For Gel Polish, Single Finger Curing"
3,34.99,-54,0,appliances,0,"Reemix Mini Fridge, 3.7 Liter/6 Can Portable Cooler And Warmer Personal Refrigerator For Skin Care, Cosmetics, Beverage, Food,Great For Bedroom, Office, Car, Freon-Free"
0,5.31,-44,10,appliances,0,"1pc Smart Stainless Steel Mug With Mixing Rod, Self-Stirring Cup Coffee Milk Mixer, Warm Bottle Full Automatic Mixing Cup Rotating Water Cup Electric Coffee Cup Lazy Portable Milk Stainless Steel Cup"
0,4.0,-5,0,appliances,0,"1 Set Of 100 Sheets Rectangular Parchment Paper For Baking, Siliconized Greaseproof Paper For BBQ & Steaming, Tray Absorbent Oil Blotting Pads"
0,6.37,-41,400,appliances,0,"USB Rechargeable Electric Milk Frother, Powerful Handheld Milk Frother, Mini Milk Foamer,Coffee Stirrer, Stainless Steel Drink Mixer For Coffee, Lattes, Cappuccino,Matcha,Hot Chocolate, Portable Foam Maker,Electric Wireless Blender Mini Coffee Maker"
1,4.8,-4,0,appliances,0,"Portable Led Lighted Magnifying Travel Makeup Mirror 1X/3X Magnification Folding Dual Sided Compact Handheld Illuminated Mirror For Home Tabletop Decoration, Bathroom, Dresser Vanity & Countertop Bedroom Travel Dormitory Mirror Women Gift"
1,3.0,0,0,appliances,0,"1pc Handheld Portable Fan With Hand Rope And Self-Installed Battery, 1 Speed"
4,10.88,-15,0,appliances,0,"1 Pc Menstrual Heating Pad  Uterine Warmer Hot Massage Stomach Heating Pad For Ladies And Girls Multi-Speed Adjustable Abdominal Heating MassageR,Portable Cordless Heating Pad, Electric Waist Belt Device"
0,19.78,-27,0,appliances,0,1PC Travel Electric Kettle Small Stainless Steel Portable Electric Kettle For Boiling Water Travel Tea Kettle Automatic Shut-Off Dry Protection 4 Preset Heating Settings 500ml Kettle For Coffee(White)
0,1.56,-71,20,appliances,0,"1pc 500ml/1000ml Clear Milk Carton Water Bottles,Can Be Reused,Leakproof Cute Square Portable Juice Bottle For Outdoor Sports Travel Camping School Activities"
0,1.9,0,0,appliances,0,"1pc High-Quality Heat-Resistant Slotted Spoon - Extra-Long Handle For Safe Cooking And Serving, Large Drainage Slot For Dumplings, Noodles, And More, Easy To Clean - Durable Ergonomic Design For Various Kitchen Tasks"
9,11.6,0,0,appliances,0,"1pc 300ml Electric Portable Juicer, USB Rechargeable Mini Fruit Juicer, Wireless Electric Juicer Personal Size Blender For Smoothies And Shakes, 1200mAh Super Long Battery Life, Home Fruit Blender For Sports, Kitchen, Home, Travel,Vegetable Fruit Tools,Kitchen Items,Cutter,Food,Salad,Decor,Storage,Party,Birthday,Camping,Summer Beach."
0,2.9,0,200,appliances,0,"1pc Black Baking Tray With Special Barbecue Design For Air Fryer, Made Of Thickened Silicone With Anti-stick Mat, Reusable And Durable"
5,2.99,-35,0,appliances,0,"Teckwe Multifunctional Electric Shaver For Men,USB Rechargeable Clippers For Beard Shaver With Guide Combs,Dragon & Phoenix Carving Mens Suitable For Home And Professional Barber Shop Use,Grooming Kit Valentine's Day Gift"
0,2.07,-10,10000,appliances,0,"Electric Nose Hair Trimmer, Unisex Nose Hair Cleaning Tool, Black Color Ear & Nose Hair Clipper, Personal Care Tool"
0,19.99,-50,80,appliances,0,"Sandwich Maker, Toaster And Electric Panini Grill With Non-Stick Coating Plate, Easy To Clean, Heating Up Fast, Built In Indicator Lights, Black"
0,5.3,-4,20,appliances,0,"Professional Teeth Whitening Kit - LED Light And Gel Strips Teeth Whitening Agent For A Brighter Smile, Suitable For Sensitive Teeth And Orthodontic Care"
0,2.4,-17,400,appliances,0,50pcs Air Fryer Disposable Paper Parchment Wood Pulp Steamer Cheesecake Air Fryer Accessories Baking Paper For Air Fryer
0,21.4,0,0,appliances,0,"BEBIRD Ear Wax Removal Tool - R1 Upgraded Ear Cleaner With 1080P Camera,Comes With Two Replacement Heads,Ear Cleaner With Camera,Safer Ear Canal Cleaning"
1,8.8,0,0,appliances,0,"Personal Portable Blender,Mini Juice Blender, USB Rechargeable Small Size Blender For Smoothies And Shakes,Mini Juicer Cup Travel 380ml, Juice, Milk,5Colors Available"
0,7.0,-7,300,appliances,0,"Battery Powered Black Folding Led Makeup Mirror With 8 Lights For Girl's Portable Dressing Mirror, Desk/Table Top Design With High-End Feeling For Home Tabletop, Bathroom, Dresser Vanity & Countertop Bedroom Travel Dormitory Mirror Women Gift"
0,1.9,0,10,appliances,0,"Disposable Toilet Brush, Household Cleaning Tool For Toilet With No Dead Ends"
0,9.2,0,900,appliances,0,10pcs Fridge Freezer Storage Container Food Classification Grids Ice Cream Sealed Refrigerator Box Without Cross-flavor
0,1.9,0,0,appliances,0,8pcs+4pcs Kitchen Sponge Dishwashing Cloth Double-Sided Cleaning Scrubbing Household Cleaning Cloth Kitchenware Dishwashing
8,1.67,-30,0,appliances,0,"Nose Hair Trimmer, 1PC Electric Nose Hair Trimmer, Professional Painless Nose And Ear Hair Trimmer For Women Men Waterproof Stainless Steel Head Dual Edge Blades Nose Hair Remover Mute Efficient Battery-Operated Easy Cleansing, For Eyebrows, Neckline, Nose & Ear Hair, Precision Detail Trimming"
0,2.68,-29,600,appliances,0,"1pc 250ml Humidifier, Cute Cartoon Cat Design Mini Desktop Atomizer Hydrating Device For Bedroom"
9,1.7,-60,0,appliances,0,"1PC/2PCS Quick-Dry Coffee Mat - Large Absorbent Draining Pad For Dishes, Bathroom, And Kitchen"
0,4.02,-18,0,appliances,0,1pc Kitchen Mechanical Timer Egg Shaped Reminder For Baking & Cooking
0,69.26,-5,70,appliances,0,"CHEFTRONIC Stand Mixer, , 3.8 Qt Tilt-Head Electric Household Stand Mixer - 300W 6+P Speed, Multifunctional Kitchen Stand Up Mixer With Dough Hook, Whisk, Food Beater And Butter Beater"
7,3.9,0,0,appliances,0,1pc Portable Mini Electrostatic Dry Cleaning Brush Clothes Dust Remover Hair Lint Sticky Roller For Clothes And Sofa
0,4.45,-50,0,appliances,0,"1PC Glass Honey Jar,  Honey Container With Wooden Scoop And Lid, Honey Jar With Wooden Plunger For Home Kitchen Storage Of Honey Syrup Hive Honey"
8,5.96,-37,0,appliances,0,"1pc Small Portable Car Vacuum Cleaner With Strong Suction, Multipurpose And Convenient For Multiple Scenarios"
0,0.87,-49,40,appliances,0,"Heart-Shaped Scraping Board, Imitation Jade/Pink Crystal/Plastic Crystal Scraping Board"
6,2.1,0,0,appliances,0,"1pc, Abs Utensil Rest With Drip Pad, Kitchen Utensil Holder For Spoons, Ladles, Tongs, Spatulas And More, Kitchen Gadgets, Kitchen Stuff, Kitchen Accessories, Home Kitchen Items"
3,7.4,-16,0,appliances,0,"1Pc Electric Toothbrush With 6 Replaceable Brush Heads, Usb Rechargeable, 5 Cleaning Modes, With Bathroom Wall-Mounted Toothbrush Holder Storage Rack And Travel Toothbrush Head Cover (Portable Protective Cap), Sonic Intelligent Toothbrush Ipx7 Full Body Waterproof For Home Bathroom Travel"
1,11.49,-35,0,appliances,0,"Teckwe 22mm Curling Iron,Triple Tube Hair Curler,3 Barrel Curling Iron Wand,Egg Roll Hair Curler Water Ripples,Water Ripples,Egg Rolls,Straight Hair And Bouncy Curly Hair,Fast Heat Up & Dual Voltage Crimp For Women Girls Home - US Plug"
0,4.3,0,0,appliances,0,"Black Satin Diffuser Cap | Enhance Hair Drying, Reduce Frizz"
0,26.99,-50,70,appliances,0,"Cozeemax Panini Press Grill, Compact Size, Gourmet Sandwich maker with Non-Stick Coating Plate, Opens 180 Degrees, Black"
0,20.7,0,0,appliances,0,"XLIFE X1+  Ear Wax Removal Tool - Spade Ear Cleaner With Ear Camera, Oral Examination Accessory, Nasal Examination Accessory Included,1080P Ear Scope, Earwax Remover Picker With 6 Replacement"
9,3.3,0,0,appliances,0,Light Up Your Home With 1pc Motion Sensor Cabinet Light - USB Rechargeable & Battery Powered!
0,4.9,0,20,appliances,0,"1pc Silicone Ice Cube Mould,  Cylinder 3D Ice Cube Maker,Simple Bucket Design Ice Cube Maker Tray With Lid For Kitchen Seafood Sashimi, Back To School Supplies"
0,8.1,0,300,appliances,0,1Pc 2023 New Mini Neck Fan Portable Bladeless Hanging Neck Rechargeable Air Cooler 3 Speed Mini Summer Sports Fans
2,7.3,0,0,appliances,0,"1pc USB Rechargeable Electric Water Pump, Compact And Exquisite Design, Easy Installation, Convenient And Practical, One-Button Operation, Blue Light Display. Fully Charged To Pump About 6 Barrels Of 19L Bottled Water, Motor-Driven."
0,3.1,0,0,appliances,0,"6pcs/Set Silicone Stretch Lids,6 Pack Reusable Silicone Lids,Durable Food Storage Silicone Covers For Bowl, To Keep Food Fresh,For Can, Cup And Glass Jars"
0,3.3,0,300,appliances,0,"1pc+oil Sprayer+kitchen Oil Sprayer+camping Utensils And Tools+bbq Utensils+olive Oil Sprayer+creative Oil Sprayer Bottle+salad Barbeque Kitchen Baking Baking Household Oil Sprayer+glass Bottle+kitchen Supplies+kitchen Gadgets+help Oil Control, Hygiene And Health"
0,2.05,-69,200,appliances,0,"Kitchen Items,1pc Microwave Bacon Maker Microwavable Bacon Grill, Bacon Tray, Pizza Tray, Sauce Tray, Microwave Oven Cooker"
5,10.99,-27,0,appliances,0,"JMMO Electric Portable Juicer,Portable Blender Juicer,Personal Size Blender Smoothies And Shakes,Mini Blender USB Rechargeable,Handheld Blender Sports,High Speed & Long Battery Life For Travel Home 300ML"
9,14.4,-4,0,appliances,0,"Portable Automatic Hair Curler, Wireless Rechargeable Curling Iron Ideal Hair Curling Iron Wand Curling Iron For Travel, Home And Various Occasions Gift For Women"
0,21.8,0,0,appliances,0,"XLIFE Q3 Cartoon Ear Wax Removal Tool - Spade Ear Cleaner With Ear Camera, Oral Examination Accessory, Nasal Examination Accessory Included,1080P Ear Scope, Earwax Remover Picker With 6 Replacement Tips Ear Pick With 6 LED Light For Earwax Cleaning, Support IPhone"
5,1.69,-71,0,appliances,0,"Night Lights Note Board Creative Led Night Light USB Message Board Holiday Light With Pen Gift For Children Girlfriend Decoration Night Lamp (Emitting Color : Blank Board-1 Pen), Multicolor"
0,4.0,0,0,appliances,0,"1/2pcs Reusable Silicone Air Fryer Liners For Air Fryer And Baking Tray, Air Fryer Accessories For Home Kitchen"
3,2.7,-52,0,appliances,0,Portable Mini Battery Powered Car & Desktop & Keyboard Vacuum Cleaner For Home Office Cleaning
3,2.8,-3,0,appliances,0,"Hair Clipper, Men's Trimmer, Abs Body, Golden Color, Dragon Pattern, Mens Grooming Kit"
0,1.74,-21,1800,appliances,0,1pc Stainless Steel  Mini Electric Coffee Blender Handheld Eggbeater Bubble Drink Stir Bar Household Kitchen
0,1.3,-50,100,appliances,0,1PC Epilator Face Hair Lipstick Shaver Electric Eyebrow Trimmer Women's Painless Hair Removal Remover Mini Shaver Epilator For Women
2,4.52,-40,0,appliances,0,"Led Makeup Mirror With Touch Screen, 3 Light Modes, Portable Stand And Foldable Compact Mirror ,Lighted Travel Makeup Mirror,  Vanity Cosmetic Mirror With Lights, Rechargeable 1500mAh Battery, 3- Color Light Modes Dimming LED Light Up Mirror , Travel Accessories For Makeup"
0,2.33,-37,10,appliances,0,"1pc-Handmade Grass Broom, Small Handmade Dust Broom, Cleaning Tools, For Housekeeping Services Offices Hotels"
0,2.82,-40,10,appliances,0,"1pc Refrigerator Drawer Type Egg Fruit Storage Box, Kitchen Accessories Organizer, Shelf Fridge Storage Shelf (26*18*5cm/10.2*7.1*1.9in)"
0,67.1,0,0,appliances,0,"1pc IPL Hair Removal Device, Hair Remover, Laser Hair Removal Equipment, Dual Purpose Hair Removal & Skin Rejuvenation, 990,000 Flashes, 9 Energy Levels, The Higher The Level, The Greater The Energy, For Home Use Permanent Hair Removal"
0,10.3,-4,5000,appliances,0,Hair Curling Iron Professional Mini Hair Straightener Curler 2 In 1 Flat Iron Small Thin Plate Hair Straightening Curling Styling Tools Heated Styling Iron Brush
0,1.4,0,200,appliances,0,"1pc Leaf-Shaped Self Draining Soap Bar Holder With Suction Cup, Soap Box Shelf, Decorative Plastic Soap Tray, Concentrated Drainage Design"
0,2.7,-34,400,appliances,0,"1 Pc Stainless Steel Multi-Functional Frying Clip For Steak, Fish, Meat, AndTNoodles -Ldeal For Barbecues And Baking - Easy To Use And Durable"
10,2.34,-22,0,appliances,0,"Face Mister Mini Handy Rechargeable Cute Rabbit Design Face Humidifier Facial Sprayer Moisturizing For Face, Daily Makeup, Skin Care, Holiday Gift Christmas Gift"
0,11.4,-40,40,appliances,0,"Wit Water Flosser,Portable Oral Irrigator With 3 Modes, Nasal Washer, 4 Replaceable Nozzles, Rechargeable Waterproof Tooth Cleaner, For Home And Travel, Removable Large Water Tank"
0,3.2,-20,30,appliances,0,"3pcs Silicone Drain Covers, Hair Filter Anti-Clogging Tool For Home Bathroom Floor Drain"
4,16.87,-20,0,appliances,0,"1pc Shoe Dryer, Shoe Warmer, Can Be Used For Shoes, Socks, Gloves, To Quickly Dry And Deodorize, Foldable, Easy To Store, Easy To Use, And Easy To Carry In Winter And Rainy Season, Suitable For All Types Of Shoes"
0,2.4,0,100,appliances,0,"Water Bottles With Straw, Motivational Sport Water Bottles With Time Maker,  Leakproof Half Gallon"
2,1.9,0,0,appliances,0,Reusable Eyebrow Stamp Stencil Kit - 3 Minute Makeup With Strap - Perfect For Most People - Eyebrow Shaper Template For Flawless Brows(24 Piece Set)
0,97.83,-10,10,appliances,0,"CHEFTRONIC Stand Mixer, 7 Qt Tilt-Head Electric Household Stand Mixer - 650W 6-P Speed, Multifunctional Kitchen Stand Up Mixer With Dough Hook, Whisk, Food Beater And Butter Beater"
6,3.46,-51,0,appliances,0,"1pc Household Garlic Masher, Manual Garlic Press With Pull-Out Design, Small-Sized And 900ml Capacity Garlic Chopper"
2,3.6,0,0,appliances,0,"Milk Frother Handheld Battery Operated Electric Foam Maker, Milk Frother For Coffee, Handheld Battery Operated Electric Milk Frother For Coffee, Latte, Hot Chocolate, Macha, Portable Mini Drink Mixer Blender With Stainless Steel"
0,1.66,-70,50,appliances,0,"Stainless Steel Multi-Layered Scissors For Chopping Vegetables And Meat, Food Preparation And Office Use, Random Color"
9,2.36,-2,0,appliances,0,"1pc Battery-Powered Mini Handheld Electric Milk Frother For Home Use, Kitchen Tool (Battery Not Included)"
7,8.9,0,0,appliances,0,"Electric Toothbrush For Adults,  Electric Toothbrush With 4 Brush Heads, 6 Modes Rechargeable USB Extra Soft Toothbrush For Sensitive Gums Men Women Gift Father's Day Gift"
8,2.0,0,0,appliances,0,"1pc, Strawberry Huller Stem Remover, Pitter Tool, Creative Cherry Pitter, Strawberry Huller With Stainless Steel Blade For Kitchen, Strawberry Core Removal Tool, Kitchen Stuff, Kitchen Gadgets"
0,16.2,-2,1100,appliances,0,"16pcs/Set, HQ Vegetable Chopper, Multifunctional Fruit Slicer, Handle Food Grater, Vegetable Slicer, Cutter With Container, Onion Mincer Chopper With Multiple Interchangeable Blades, Household Potato Shredder, Kitchen Stuff, Kitchen Gadgets"
0,1.95,-50,30,appliances,0,"1pc Portable Mini Air Humidifier,Premium Humidifier,Natural Home Fragrance Aroma Diffuser,Family Mist Spray Device For Bedroom, Car, Office - Super Quiet"
0,2.0,0,400,appliances,0,"30/50/100pcs Air Fryer Non-Stick Liners - Disposable, Oil & Water-Resistant Parchment Paper - Essential Kitchen Accessory For Healthy Cooking, Perfect For Birthday & Wedding Celebrations, Summer Parties"
0,11.0,0,30,appliances,0,"Multi-Functional Simple White Egg Steamer For Home Use, Quick Breakfast Egg Cooker"
3,1.36,-50,0,appliances,0,"1pc Wrist Support Brace With Magnets For Heating & Compression, Suitable For Both Men & Women, Protective Gear For Tomalin Tendons, Outdoor Activities, Students, And Fitness"
4,0.5,-71,0,appliances,0,"1pc Shoe Brush With Liquid Holder, Multifunctional Shoe Brush, Household Shoe Washing Brush, Press Type Cleaning Brush Long Handle Shoe Brush, Soft Bristles Shoe Tools"
0,3.7,-8,2000,appliances,0,"1 Pc Drain Mat, Coffee Machine Drain Mat,  Soft Diatom Water-Absorbent Quick-Drying Mat, Bar Counter No-Wash Anti-Stain Plate Mat"
0,1.4,0,400,appliances,0,1pc Stainless Steel Whisk
0,10.49,-36,0,appliances,0,"Teckwe Electric Spin Scrubber,4 Replaceable Cleaning Heads,Cordless Electric Cleaning Brush For Power Shower Scrubber For Bathroom/Floor/Sink/Window"
4,1.9,0,0,appliances,0,Rejuvenate Yourself With This Portable Handheld Head Massage Comb - Perfect For Silicone Shampoo Brush!
0,7.7,-3,600,appliances,0,"1pc Mini Powerful Car Vacuum Cleaner, Portable Wireless Home Cleaning Robot, Vacuum & Blower 2in1, Suitable For Cleaning Home, Keyboard, Sofa And Wet & Dry Vacuuming With Vacuum Accessories And Cleaning Products Small Appliances"
5,2.9,0,0,appliances,0,"1pc Stainless Steel Probe Digital Food Thermometer, Modern Black Liquid Crystal Digital Display With Instant Read Function, Kitchen Liquid/Oil Temperature Sensor For Cooking/Baking/Grilling/Meat/Rice"
0,2.0,0,0,appliances,0,1pc Egg Beater Mixer For Cream And Egg
0,1.28,-61,20,appliances,0,"3pcs, Clothes Anti-Static Laundry Drying Balls, Reusable Softener, Wool Drying Balls, Washing Machine Accessories, DIY Felt Ball Pendant,Wool Dryer Ball -Softener Ball For Sensitive Skin - Cute Laundry Accessory For Anti-Static Cause Reduces Creases On Clothes, Save Drying Time Laundry Reusable"
10,1.26,-48,0,appliances,0,Water Resistant Nose Hair Trimmer For Men And Women - Painless Ear And Facial Hair Removal With Dual Edge Blades And Mute Motor
0,14.1,-3,10,appliances,0,"New Ceramic Cooling Neck Hanging Fan, Super Cool Air Conditioning Neck Hanging Fan, Portable Bladeless Turbine Silent Charging Neck Hanging Fan (3000mAh) With Ultra-Long Endurance"
9,6.25,-36,0,appliances,0,1pc Crystal Shaped Usb Mini Portable Bedroom Humidifier With Large Spray And Rgb Colorful Light
6,3.6,0,0,appliances,0,"Car Wash Towels Cleaning Cloths For Cars Interior Detailing, Super Absorbent, No Scratches, Lint-free, Thickened Washable Kitchen Towels For Home Cleaning"
0,5.1,0,400,appliances,0,2pcs Black Stove Sealing Strip
0,2.2,0,400,appliances,0,"Burger Press Hamburger Press Patty Maker Mold Perfectly Sized Burger Mold Rings Easy Release Hamburger Patty Press For BBQ Grill Accessories Kitchen Tools, DIY Hamburger Patty Press, Meat Press - Perfectly Shaped Burgers for BBQ and Grilling - Easy to Use Meat Mold"
0,5.9,-17,500,appliances,0,1pc Rechargeable Portable Hands-Free Cap Fan With 3 Speed Settings
0,3.16,-1,70,appliances,0,1pc 500mAh Lithium Battery Rechargeable Portable Handheld Mini Fan With Three Speeds And USB Charging Cable And Lanyard
0,3.2,0,200,appliances,0,"1pc Air Fryer Cheat Sheet Magnets Cooking Guide Booklet, Air Fryer Magnetic Cheat Sheet Set Cooking Times Chart, Cookbooks Instant Air Fryer Accessories Oven Cooking Pot Temp Guide Kitchen Conversion"
